Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s)
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Fire, , "(1, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 160.5666147927038007957414717190428772800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Fire, , "(1, Cov A) = 374.37"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 0.950656
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Fire, , "(1, Cov A, 46508) = 0.733"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Fire, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Fire, , "(1, TurretModeratePitch, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Fire, , "(46508, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Fire, , "(1, Other, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Fire, , "(1, <<850,850>>, Cov A) = 0.674"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Fire, , "(1, 10, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Fire, , "(1, 5to7miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Fire, , "(1, Cov A, true) = 0.95"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Fire, , "(1, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1.7
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Fire, , "(1, Cov A, Frame-Stucco) = 0.9"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Fire, , "(1, false, <<42,42>>) = 1.095"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Fire, , "(1, false, 1, <<1977,1977>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Fire, , "(1, Cov A, 1, Shingles_Asphalt, <<10,10>>, true, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Fire, , "(1, false, true, true, false, false, false) = 0.827"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Fire, , "(1, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 0.862588
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Fire, , "(1, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Fire, , "(1, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Fire, , "(1, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Fire, , "(1, Cov A, 3, <<224330,224330>>) = 0.914"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Fire, , "(1, false, Cov A, 3, <<224330,224330>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Fire, , (Primary) = 1
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Fire, , "(1, false, Cov A, <<10,10>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(true, 1) = 0.88"
, BaseRate, , , , , , , , , 160.5666000, ←, , CostData.BaseRate, , 160.5666
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Fire, , "(1, Cov A) = 0"
, AdjustedRate, , , , , , , , , 160.5666, ←, , CostData.BaseRate, , 160.5666
, TermAmount, , , , , , , , , 160.57, ←, , CostData.BaseRate, , 160.5666
, , CONTINUE, , , , , , , , , R, , .01, , 160.57
Coverage A - Dwelling - Wind, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Wind (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Wind, , "(1, <<2000,2000>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Wind, , "(1, 4) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Wind, , "(1, 4) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Wind, , "(1, true, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Wind, , "(1, true) = 1"
, PolicySizeFactor, , , , , , , , , 0.9417940000, ←, , table:PolicySizeRelativity.Wind, , "(1, 224330, Cov A) = 0.941794"
, ContentOnlyFactor, , , , , , , , , 0.9603840000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:Sq Feet Stories.Wind, , "(<<1990,1990>>, Cov A, 2) = 0.976"
, , CONTINUE, , , , , , , , , ×, , table:Repl Cost Sq Ft.Wind, , "(<<112,112>>) = 0.984"
, , CONTINUE, , , , , , , , , ×, , table:Bathrooms.Wind, , "(1, 2) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Garage Factor.Wind, , (Basement-2_Ext) = 1
, , CONTINUE, , , , , , , , , ×, , table:Perils.Wind, , "(1, Special, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Wind, , "(1, Heating, <<42,42>>, <<42,42>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Wind, , "(1, Plumbing, <<42,42>>, <<42,42>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Wind, , "(1, Roofing, <<10,10>>, <<42,42>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Wind, , "(1, Electrical, <<42,42>>, <<42,42>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Wind Mitigation.Wind, , "(TurretModeratePitch, null, <<1977,1977>>, Kosciusko) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Wind, , "(1, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 168.08829944542103015799032280386764800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Wind, , "(1, Cov A) = 681.68"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 0.960384
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Wind, , "(1, Cov A, 46508) = 0.927"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Wind, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Wind, , "(46508, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Wind, , "(1, Other, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Wind, , "(1, <<850,850>>, Cov A) = 0.758"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Wind, , "(1, 10, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Wind, , "(1, 5to7miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Wind, , "(1, Cov A, Frame-Stucco) = 0.92"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Wind, , "(1, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Wind, , "(1, false, <<42,42>>) = 0.891"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Wind, , "(1, false, 1, <<1977,1977>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Wind, , "(1, Cov A, 1, Shingles_Asphalt, <<10,10>>, true, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Wind, , "(1, TurretModeratePitch, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Wind, , "(1, Cov A, true) = 0.95"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Wind, , "(1, false, true, true, false, false, false) = 0.995"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Wind, , "(1, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 0.941794
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Wind, , "(1, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Wind, , "(1, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Wind, , "(1, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Wind, , "(1, false, Cov A, <<10,10>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Wind, , "(1, Cov A, 3, <<224330,224330>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Wind, , "(1, false, Cov A, 3, <<224330,224330>>, 1) = 0.569"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Wind, , (Primary) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(true, 1) = 0.88"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, BaseRate, , , , , , , , , 168.0883000, ←, , CostData.BaseRate, , 168.0883
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Wind, , "(1, Cov A) = 0"
, AdjustedRate, , , , , , , , , 168.0883, ←, , CostData.BaseRate, , 168.0883
, TermAmount, , , , , , , , , 168.09, ←, , CostData.BaseRate, , 168.0883
, , CONTINUE, , , , , , , , , R, , .01, , 168.09
Line-level, , , , , , , , , , , , , , , 
Private Power and Light Poles Increased Limits, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
PvtPwrLight (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 0E-41, ←, , table:Endorsement Property, , (FRMPrivPowLightPoleIncLimCov) = 36
, CONTINUE, , , , , , , , , , ×, (, CoverageInfo.PrivatePowerLightPolesCovTermLimit, , 2500
, CONTINUE, , , , , , , , , , −, , 2500, ), 2500
, CONTINUE, , , , , , , , , , ÷, , 1000, , 1000
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, , "(1, <<850,850>>, Optional) = 0.741"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, , "(1, false, true, true, false, false, false) = 0.932"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(true, 1) = 0.88"
BaseRate, , , , , , , , , , 0E-8, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
AdjustedRate, , , , , , , , , , 0.0000, ←, , CostData.BaseRate, , 0
TermAmount, , , , , , , , , , 0.00, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , R, , .01, , 0.00
